ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 1 default","Attribute 2 default"
\n**** NOTE **** RIBS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****",,,taxable,,1,,,0,0,47000,,,,1,,,,"Boats, Boats > Rigid Hull Inflatable Boats",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF2311-37.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2313-38.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2317-39.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2325-40.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2338-41.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2339-42.jpg",,,,,,,,,3,color,"Storm Grey",1,1,,,,,,,,,,,,,,,,,,"Storm Grey",
5804,variable,RIB250,"Stryker RIB 250 (8'2"") Rigid Hull Inflatable Boat",1,0,visible,"Ideal for 2 people looking to get to and from shore as a tender. RIB 250 includes a bow locker and is rated for up to 6HP. 1 Bench seat included.
\n
\n**** NOTE **** TRAILERS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****","Ideal for 2 people looking to get to and from shore as a tender. RIB 250 includes a bow locker and is rated for up to 6HP. 1 Bench seat included.
\n
\n**** NOTE **** RIBS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****",,,taxable,,1,,,0,0,44000,,,,1,,,,"Boats, Boats > Rigid Hull Inflatable Boats",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF2342-43.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2345-44.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2351-45.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2357-46.jpg",,,,,,,,,2,color,"Storm Grey",1,1,,,,,,,,,,,,,,,,,,"Storm Grey",
5809,variable,RIB230,"Stryker RIB 230 (7'5"") Rigid Hull Inflatable Boat",1,0,visible,"Smallest in our rigid hull inflatable boat lineup at 7' 9"". The perfect setup as a tender for your bigger boat.
\n
\n**** NOTE **** RIBS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****","Smallest in our rigid hull inflatable boat lineup at 7' 9"". The perfect setup as a tender for your bigger boat.
\n
\n**** NOTE **** RIBS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****",,,taxable,,1,,,0,0,40000,,,,1,,,,"Boats, Boats > Rigid Hull Inflatable Boats",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF2360-47.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2361-48.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2364-49.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2366-50.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2376-51.jpg",,,,,,,,,1,color,"Storm Grey",1,1,,,,,,,,,,,,,,,,,,"Storm Grey",
6941,variation,LX250G,"Stryker LX 250 (8’ 2”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1999.88,,,,,,,id:318,,,,,,2,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7792,variation,LX320R,"Stryker LX 320 (10’ 5”) Inflatable Boat - Rescue Red, Aluminum",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,3099.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-14.jpg,,,id:314,,,,,,2,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7793,variation,LX320G,"Stryker LX 320 (10’ 5”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,,3099.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/Website-Cover-LX-320-1-scaled.jpg,,,id:314,,,,,,3,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7795,variation,LX320A,"Stryker LX 320 (10’ 5”) Inflatable Boat - Storm Grey, HP Airmat",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3099.88,,,,,,,id:314,,,,,,4,color,"Storm Grey",,1,flooring,"HP Airmat",,1,,,,,,,,,,,,,,,
7796,variation,LX420R,"Stryker LX 420 (13 ’ 7”) Inflatable Boat - Rescue Red, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3999.88,,,,,,,id:315,,,,,,3,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7797,variation,LX420G,"Stryker LX 420 (13 ’ 7”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,backorder,,,0,0,,,,,0,,,3999.88,,,,,,,id:315,,,,,,4,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7800,variation,LX380R,"Stryker LX 380 (12’ 5”) Inflatable Boat - Rescue Red, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3699.88,,,,,,,id:316,,,,,,3,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7801,variation,LX380G,"Stryker LX 380 (12’ 5”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3699.88,,,,,,,id:316,,,,,,4,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7802,variation,LX360R,"Stryker LX 360 (11’ 7”) Inflatable Boat - Rescue Red, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3399.88,,,,,,,id:317,,,,,,3,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7804,variation,LX360G,"Stryker LX 360 (11’ 7”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3399.88,,,,,,,id:317,,,,,,4,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7805,variation,LX360A,"Stryker LX 360 (11’ 7”) Inflatable Boat - Storm Grey, HP Airmat",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3399.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/LX-360-Grey-Tan-Air-19.jpg,,,id:317,,,,,,2,color,"Storm Grey",,1,flooring,"HP Airmat",,1,,,,,,,,,,,,,,,
7806,variation,LX270R,"Stryker LX 270 (8’ 9”) Inflatable Boat - Rescue Red, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2699.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/LX-270-6-2.jpg,,,id:303,,,,,,1,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7807,variation,LX270G,"Stryker LX 270 (8’ 9”) Inflatable Boat - Storm Grey, Aluminum",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2699.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/Website-Cover-Photo-LX-270-1.jpg,,,id:303,,,,,,2,color,"Storm Grey",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
7809,variation,LX270A,"Stryker LX 270 (8’ 9”) Inflatable Boat - Storm Grey, HP Airmat (Storm Grey Only)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2699.88,,,,,,,id:303,,,,,,3,color,"Storm Grey",,1,flooring,"HP Airmat (Storm Grey Only)",,1,,,,,,,,,,,,,,,
7810,variation,,"Stryker RIB 380 (12'4"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6999.88,,,,,,,RIB380,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7811,variation,,"Stryker RIB 320 (10'5"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4599.88,,,,,,,RIB320,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7812,variation,,"Stryker RIB 270 (8'9"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3799.88,,,,,,,RIB270,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7813,variation,,"Stryker RIB 250 (8'2"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3299.88,,,,,,,RIB250,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7814,variation,,"Stryker RIB 230 (7'5"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2999.88,,,,,,,RIB230,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7815,variation,,"Stryker RIB 420 (13'7"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,11199.88,,,,,,,RIB420,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7816,variation,,"Stryker RIB 450 (14'7"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13499.88,,,,,,,id:5788,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7817,variation,,"Stryker RIB 500 (16'5"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18799.88,,,,,,,RIB500,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7818,variation,,"Stryker RIB 520 (17'7"") Rigid Hull Inflatable Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22499.88,,,,,,,RIB520,,,,,,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
7822,variation,HD420B,"Stryker HD 420 (13 ’7”) Inflatable Boat - Blacked Out, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4999.88,,,,,,,id:321,,,,,,3,color,"Blacked Out",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
7824,variation,HD420G,"Stryker HD 420 (13 ’7”) Inflatable Boat - Storm Grey, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4999.88,,,,,,,id:321,,,,,,4,color,"Storm Grey",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
7825,variation,PRO420GR,"Stryker PRO 420 (13’ 7”) Inflatable Boat - Blacked Out, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5799.88,,,,,,,id:319,,,,,,4,color,"Blacked Out",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
7826,variation,PRO420G,"Stryker PRO 420 (13’ 7”) Inflatable Boat - Storm Grey, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5799.88,,,,https://strykerboats.com/wp-content/uploads/2019/04/PRO-420-Grey-Grey-29.jpg,,,id:319,,,,,,6,color,"Storm Grey",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
7828,variation,,"Stryker PRO 380 (12’ 5”) Inflatable Boat - Storm Grey, Tan EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5499.88,,,,,,,id:320,,,,,,5,color,"Storm Grey",,1,flooring,"Tan EVA",,1,,,,,,,,,,,,,,,
7830,variation,PRO320G,"Stryker PRO 320 (10’ 5”) Inflatable Boat - Storm Grey, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4099.88,,,,,,,id:305,,,,,,9,color,"Storm Grey",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
7831,variation,PRO500G,"Stryker PRO 500 (16’ 4”) Inflatable Boat - Storm Grey, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6799.88,,,,,,,id:306,,,,,,5,color,"Storm Grey",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
8466,variation,,"Boat Trailer - Rigid Hull (Stryker Edition) - 1600",1,0,visible,,"1600
\nMSRP: $2,988 CAD
\nCustom Stryker Edition Road Runner Boat Trailer
\n325lbs
\n2"" Ball
\n3/4"" or smaller pin
\nCarrying capacity 1600lbs
\nNet weight: 395 lbs
\nWidth between fenders: 65.5""
\nOverall width: 78.5""
\nOverall length: 17'6""
\nTire Size: 175/80/R3B",,,taxable,parent,1,,,0,0,,,,,0,,,2888.99,,,,,,,T1600,,,,,,2,Model,1600,,0,,,,,,,,,,,,,,,,,,,
8467,variation,T2000,"Boat Trailer - Rigid Hull (Stryker Edition) - 2000",1,0,visible,,"2000
\nMSRP: $3,288 CAD
\nCustom Stryker Edition Road Runner Boat Trailer
\nHeavy Duty RIB Trailer
\n2"" Ball
\n3/4"" or smaller pin
\nCarrying Capacity 2300lbs
\nNet weight: 485lbs
\nWidth between fenders: 65.5""
\nOverall width: 95""
\nOverall length: 19’",,,taxable,parent,1,,,0,0,,,,,0,,,3188.99,,,,,,,T1600,,,,,,3,Model,2000,,0,,,,,,,,,,,,,,,,,,,
8468,variation,T2300,"Boat Trailer - Rigid Hull (Stryker Edition) - 2300",1,0,visible,,"2300
\nMSRP: $3,888 CAD
\nCustom Stryker Edition Road Runner Boat Trailer
\nHeavy Duty RIB Trailer
\n2"" Ball
\n3/4"" or smaller pin
\nCarrying Capacity 2300lbs
\nNet weight: 485lbs
\nWidth between fenders: 65.5""
\nOverall width: 95""
\nOverall length: 19'",,,taxable,parent,1,,,0,0,,,,,0,,,3788.99,,,,,,,T1600,,,,,,4,Model,2300,,0,,,,,,,,,,,,,,,,,,,
8872,variation,COVT250,"Travel Cover - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,,,,id:1853,,,,,,1,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8873,variation,COVT270,"Travel Cover - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,125,,,,,,,id:1853,,,,,,2,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8874,variation,COVT320,"Travel Cover - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:1853,,,,,,3,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8875,variation,COVT360,"Travel Cover - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,165,,,,,,,id:1853,,,,,,4,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8876,variation,COVT380,"Travel Cover - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,190,,,,,,,id:1853,,,,,,5,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8877,variation,COVT420,"Travel Cover - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,220,,,,,,,id:1853,,,,,,6,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8878,variation,COVT500,"Travel Cover - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,250,,,,,,,id:1853,,,,,,8,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8879,variation,COV250,"Stryker Boat Cover - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85,,,,,,,id:347,,,,,,1,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8880,variation,COV270,"Stryker Boat Cover - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:347,,,,,,2,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8881,variation,COV320,"Stryker Boat Cover - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,105,,,,,,,id:347,,,,,,3,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8882,variation,COV360,"Stryker Boat Cover - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,120,,,,,,,id:347,,,,,,4,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8883,variation,COV380,"Stryker Boat Cover - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,135,,,,,,,id:347,,,,,,5,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8884,variation,COV420,"Stryker Boat Cover - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,150,,,,,,,id:347,,,,,,6,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8885,variation,COV500,"Stryker Boat Cover - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,170,,,,,,,id:347,,,,,,8,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8886,variation,BIM250,"Stryker Sunshade Bimini - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,275,,,,,,,id:348,,,,,,2,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8887,variation,BIM270,"Stryker Sunshade Bimini - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,275,,,,,,,id:348,,,,,,3,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8888,variation,BIM320,"Stryker Sunshade Bimini - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,275,,,,,,,id:348,,,,,,4,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8889,variation,BIM360,"Stryker Sunshade Bimini - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,300,,,,,,,id:348,,,,,,5,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8890,variation,BIM380,"Stryker Sunshade Bimini - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,300,,,,,,,id:348,,,,,,6,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8891,variation,BIM420,"Stryker Sunshade Bimini - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,350,,,,,,,id:348,,,,,,7,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8892,variation,BIM500,"Stryker Sunshade Bimini - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,350,,,,,,,id:348,,,,,,8,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8893,variation,,"Scotty Fish Finder Base w/ Mount - Up to 5""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40,,,,,,,SC368,,,,,,1,size,"Up to 5""",,1,,,,,,,,,,,,,,,,,,,
8894,variation,,"Scotty Fish Finder Base w/ Mount - Up to 9""",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,55,,,,,,,SC368,,,,,,2,size,"Up to 9""",,1,,,,,,,,,,,,,,,,,,,
8897,variation,BB250,"Stryker Easy Load Boat Bag - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,1,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8898,variation,BB270,"Stryker Easy Load Boat Bag - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,2,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8899,variation,BB320,"Stryker Easy Load Boat Bag - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,3,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8900,variation,BB360,"Stryker Easy Load Boat Bag - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,4,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8901,variation,BB380,"Stryker Easy Load Boat Bag - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,5,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8902,variation,BB420,"Stryker Easy Load Boat Bag - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,6,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8903,variation,BB500,"Stryker Easy Load Boat Bag - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,BB,,,,,,7,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8912,variation,UB250,"Stryker Smart Cargo Bag (Bench Cushion) - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,2,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8913,variation,UB270,"Stryker Smart Cargo Bag (Bench Cushion) - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,3,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8914,variation,UB320,"Stryker Smart Cargo Bag (Bench Cushion) - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,4,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8915,variation,UB360,"Stryker Smart Cargo Bag (Bench Cushion) - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,5,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8916,variation,UB380,"Stryker Smart Cargo Bag (Bench Cushion) - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,6,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8917,variation,UB420,"Stryker Smart Cargo Bag (Bench Cushion) - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,7,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8918,variation,UB500,"Stryker Smart Cargo Bag (Bench Cushion) - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:344,,,,,,8,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8919,variation,SEAT250,"Aluminum Bench Seat - 250 (8' 2"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,80,,,,,,,id:1136,,,,,,1,size,"250 (8' 2"")",,1,,,,,,,,,,,,,,,,,,,
8920,variation,SEAT270/320,"Aluminum Bench Seat - 270 (8' 9)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:1136,,,,,,2,size,"270 (8' 9)",,1,,,,,,,,,,,,,,,,,,,
8921,variation,SEAT320,"Aluminum Bench Seat - 320 (10' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,90,,,,,,,id:1136,,,,,,3,size,"320 (10' 5"")",,1,,,,,,,,,,,,,,,,,,,
8922,variation,SEAT360/380,"Aluminum Bench Seat - 360 (11' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,120,,,,,,,id:1136,,,,,,4,size,"360 (11' 7"")",,1,,,,,,,,,,,,,,,,,,,
8923,variation,,"Aluminum Bench Seat - 380 (12' 5"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,120,,,,,,,id:1136,,,,,,5,size,"380 (12' 5"")",,1,,,,,,,,,,,,,,,,,,,
8924,variation,SEAT420,"Aluminum Bench Seat - 420 (13' 7"")",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:1136,,,,,,6,size,"420 (13' 7"")",,1,,,,,,,,,,,,,,,,,,,
8925,variation,SEAT500,"Aluminum Bench Seat - 500 (16' 4)",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,140,,,,,,,id:1136,,,,,,7,size,"500 (16' 4)",,1,,,,,,,,,,,,,,,,,,,
8926,variation,,"Stryker HR Valve - 6 Prong",1,0,visible,,"6 prong push pin
